Fecha,Estacion,Temp_Min_C,Temp_Max_C,Temp_Media_C,Humedad_Relativa_%,Precipitacion_mm,Presion_hPa,Viento_m_s,Helada,Ubicacion,Temp_850hPa_C,Temp_700hPa_C,Temp_500hPa_C,Humedad_Especifica_g_kg,Viento_U_850hPa_m_s,Viento_V_850hPa_m_s,Velocidad_Viento_850hPa_m_s,Geopotencial_500hPa_m,Radiacion_OLR_W_m2
2015-02-17,Lampa,2.53,17.87,10.2,70.2,0.0,633.1,5.1,0,Puno_Region_Lampa,0.32,-7.33,-16.02,4.84,1.4,13.11,13.19,5582.1,155.3
2015-02-18,Lampa,2.98,20.67,11.82,60.4,3.0,623.1,3.1,0,Puno_Region_Lampa,1.98,-2.4,-18.08,4.2,2.58,8.37,8.76,5529.6,259.1
2015-02-19,Lampa,7.75,21.29,14.52,55.6,3.8,626.9,2.2,0,Puno_Region_Lampa,-0.85,-6.27,-15.68,5.2,-1.85,-0.41,1.89,5516.0,189.5
2015-02-20,Lampa,4.88,16.25,10.56,74.0,4.7,633.4,3.8,0,Puno_Region_Lampa,-0.45,-7.95,-14.39,4.92,-3.27,1.69,3.68,5445.9,274.6
2015-02-21,Lampa,0.12,13.95,7.04,60.5,0.0,634.2,6.0,0,Puno_Region_Lampa,0.74,-4.36,-10.17,4.61,-2.07,2.44,3.2,5511.4,219.9
2015-02-22,Lampa,-0.71,12.72,6.01,59.6,0.0,637.7,3.2,1,Puno_Region_Lampa,0.74,-6.34,-23.45,5.07,-6.74,0.37,6.75,5521.8,190.2
2015-02-23,Lampa,8.13,22.49,15.31,72.1,0.0,623.2,4.1,0,Puno_Region_Lampa,-1.61,-7.92,-13.23,4.38,4.17,-3.9,5.71,5502.4,238.8
2015-02-24,Lampa,-1.77,15.65,6.94,68.8,8.0,637.1,1.4,1,Puno_Region_Lampa,-3.01,-6.65,-16.51,5.23,-3.47,-0.39,3.49,5480.4,235.0
2015-02-25,Lampa,4.28,15.74,10.01,92.1,0.0,633.0,15.7,0,Puno_Region_Lampa,-7.44,-9.74,-19.25,4.12,-3.03,-3.93,4.97,5510.2,295.4
2015-02-26,Lampa,0.66,15.32,7.99,76.3,10.0,625.5,2.4,0,Puno_Region_Lampa,-5.78,-12.05,-16.36,4.92,-1.41,-5.29,5.47,5386.3,235.1
2015-02-27,Lampa,2.92,18.25,10.58,73.0,0.2,627.2,4.6,0,Puno_Region_Lampa,-6.58,-3.63,-7.85,3.98,-12.06,-3.14,12.47,5494.3,165.4
2015-02-28,Lampa,4.77,20.88,12.82,68.1,0.0,626.6,8.6,0,Puno_Region_Lampa,-0.07,-14.71,-25.49,5.21,-5.2,3.63,6.34,5414.0,214.7
2015-03-01,Lampa,-2.77,19.01,8.12,77.3,3.8,626.4,3.8,1,Puno_Region_Lampa,-1.81,-5.54,-22.06,4.24,-6.97,3.38,7.75,5426.1,173.7
2015-03-02,Lampa,1.55,17.68,9.62,64.9,0.0,631.4,4.9,0,Puno_Region_Lampa,0.7,-2.25,-24.48,4.21,-7.96,9.46,12.36,5453.5,190.9
2015-03-03,Lampa,5.21,19.71,12.46,65.1,0.0,633.1,4.1,0,Puno_Region_Lampa,-3.8,-4.57,-15.58,4.59,5.23,-2.52,5.81,5443.2,239.6
2015-03-04,Lampa,4.07,18.42,11.25,69.1,5.7,629.9,1.2,0,Puno_Region_Lampa,0.71,-6.15,-12.96,4.09,1.4,-0.54,1.5,5401.1,216.8
2015-03-05,Lampa,6.72,23.25,14.98,74.6,0.0,629.9,2.6,0,Puno_Region_Lampa,-4.78,-10.09,-16.85,4.83,6.74,-0.21,6.74,5571.6,237.7
2015-03-06,Lampa,-0.72,10.42,4.85,50.4,21.0,634.5,2.3,1,Puno_Region_Lampa,-0.08,-11.13,-19.93,4.46,2.63,2.55,3.66,5502.0,245.3
2015-03-07,Lampa,0.31,15.74,8.03,83.2,0.0,629.9,10.6,0,Puno_Region_Lampa,-2.62,-6.18,-16.27,5.28,1.14,-4.05,4.21,5540.0,187.1
2015-03-08,Lampa,0.72,15.92,8.32,80.9,0.0,632.3,8.1,0,Puno_Region_Lampa,-1.96,-8.95,-21.81,4.56,6.62,0.51,6.64,5575.2,284.2
2015-03-09,Lampa,1.73,14.41,8.07,70.2,0.0,630.6,4.6,0,Puno_Region_Lampa,-2.81,-5.67,-18.25,4.45,3.53,0.65,3.59,5466.3,245.9
2015-03-10,Lampa,-0.5,11.07,5.28,64.3,0.0,632.6,0.2,1,Puno_Region_Lampa,-6.81,-10.52,-16.59,4.16,0.94,-2.56,2.72,5398.4,219.9
2015-03-11,Lampa,-0.48,16.74,8.13,67.3,0.0,637.0,1.4,1,Puno_Region_Lampa,-0.97,-11.53,-13.77,5.45,-6.59,1.94,6.87,5510.9,230.9
2015-03-12,Lampa,-0.4,22.01,10.8,66.5,2.3,630.6,8.5,1,Puno_Region_Lampa,-1.46,-6.42,-21.45,5.23,-6.23,-2.28,6.63,5455.4,178.0
2015-03-13,Lampa,0.91,13.44,7.17,82.1,7.5,632.1,2.6,0,Puno_Region_Lampa,-1.96,-7.46,-14.4,4.1,6.95,-2.62,7.43,5538.3,157.7
2015-03-14,Lampa,1.08,17.56,9.32,57.7,0.0,633.5,2.3,0,Puno_Region_Lampa,-5.35,-5.93,-25.35,4.53,2.6,5.12,5.74,5539.8,201.9
2015-03-15,Lampa,-1.09,17.17,8.04,60.9,0.2,624.1,3.5,1,Puno_Region_Lampa,-4.6,-11.68,-18.3,4.72,0.32,3.87,3.88,5534.5,230.1
2015-03-16,Lampa,0.45,16.11,8.28,76.3,4.0,626.7,2.8,0,Puno_Region_Lampa,-8.16,-14.24,-29.56,4.88,0.63,-7.75,7.77,5477.4,216.8
2015-03-17,Lampa,4.46,23.77,14.12,86.9,0.0,635.0,4.2,0,Puno_Region_Lampa,-3.23,-11.8,-17.71,4.55,0.72,4.87,4.93,5472.7,201.6
2015-03-18,Lampa,-3.34,18.21,7.44,84.4,0.0,634.3,2.0,1,Puno_Region_Lampa,-4.28,-9.46,-25.94,5.14,-2.43,-8.16,8.52,5486.4,248.7
2015-03-19,Lampa,2.44,16.22,9.33,81.8,0.0,629.0,10.5,0,Puno_Region_Lampa,-4.44,-14.43,-13.33,4.8,2.48,6.67,7.11,5379.9,240.7
2015-03-20,Lampa,0.14,12.35,6.25,69.6,0.7,633.2,3.5,0,Puno_Region_Lampa,-0.82,-13.01,-17.67,3.82,0.47,-0.46,0.66,5522.5,213.3
2015-03-21,Lampa,-1.58,13.67,6.04,76.8,0.0,634.5,3.6,1,Puno_Region_Lampa,-2.54,-7.02,-25.44,5.16,-3.92,2.95,4.9,5485.5,206.8
2015-03-22,Lampa,-1.01,12.31,5.65,73.2,14.6,622.3,5.1,1,Puno_Region_Lampa,-5.1,-7.74,-15.32,4.62,-1.91,8.82,9.03,5538.1,227.6
2015-03-23,Lampa,-3.39,13.75,5.18,80.5,0.1,631.7,3.9,1,Puno_Region_Lampa,-9.88,-7.27,-30.34,5.9,1.75,-1.31,2.18,5563.2,232.9
2015-03-24,Lampa,-1.31,12.54,5.62,91.0,1.7,638.3,0.0,1,Puno_Region_Lampa,-2.62,-6.61,-19.57,4.81,0.9,-3.53,3.64,5397.3,216.3
2015-03-25,Lampa,-6.09,12.7,3.3,65.4,5.4,631.8,18.1,1,Puno_Region_Lampa,0.5,-5.98,-21.71,5.23,1.16,1.94,2.26,5512.1,158.0
2015-03-26,Lampa,-1.25,12.41,5.58,68.6,4.2,628.7,4.6,1,Puno_Region_Lampa,-4.75,-12.66,-23.37,4.65,-4.21,-2.09,4.7,5534.4,221.0
2015-03-27,Lampa,-1.57,13.29,5.86,43.3,0.0,624.2,3.5,1,Puno_Region_Lampa,-5.37,-11.99,-16.21,5.47,0.1,-2.5,2.51,5477.2,198.7
2015-03-28,Lampa,2.03,10.69,6.36,75.4,0.0,636.0,2.2,0,Puno_Region_Lampa,-6.47,-8.6,-17.22,4.88,1.13,-3.6,3.77,5503.8,209.7
2015-03-29,Lampa,-2.48,13.29,5.41,61.1,0.0,628.3,2.6,1,Puno_Region_Lampa,-7.92,-10.42,-13.81,4.84,-0.78,4.16,4.24,5508.3,218.0
2015-03-30,Lampa,-3.6,13.82,5.11,84.6,11.0,631.8,3.8,1,Puno_Region_Lampa,-7.0,-9.82,-16.88,4.98,0.96,5.69,5.77,5493.9,185.3
2015-03-31,Lampa,-3.54,12.53,4.5,36.5,0.0,627.3,1.5,1,Puno_Region_Lampa,-3.38,-9.57,-26.18,5.8,-6.34,-2.6,6.86,5599.8,273.5
2015-04-01,Lampa,-5.12,17.99,6.44,30.3,0.0,624.0,1.4,1,Puno_Region_Lampa,-6.31,-10.13,-25.69,4.9,-1.55,-2.67,3.09,5418.2,282.9
2015-04-02,Lampa,0.93,16.8,8.87,56.9,0.0,641.5,2.2,0,Puno_Region_Lampa,-4.87,-11.02,-13.73,5.18,-2.58,-1.27,2.88,5538.1,240.8
2015-04-03,Lampa,-1.98,14.07,6.05,41.6,0.0,632.9,0.8,1,Puno_Region_Lampa,-7.78,-12.79,-18.64,4.95,5.74,3.91,6.94,5485.6,155.9
2015-04-04,Lampa,-0.91,16.28,7.68,61.2,0.0,636.5,1.2,1,Puno_Region_Lampa,-4.95,-10.81,-22.03,5.33,-1.43,-0.13,1.44,5539.3,139.8
2015-04-05,Lampa,0.38,14.42,7.4,32.5,0.0,635.6,5.2,0,Puno_Region_Lampa,-4.3,-10.36,-17.27,5.34,-0.31,7.74,7.75,5517.2,264.4
2015-04-06,Lampa,-4.27,13.68,4.71,39.2,0.0,638.2,1.0,1,Puno_Region_Lampa,-5.02,-8.21,-24.68,5.42,-1.06,-2.76,2.96,5503.7,235.8
2015-04-07,Lampa,-3.62,12.61,4.49,36.5,0.0,630.5,1.5,1,Puno_Region_Lampa,-3.21,-8.8,-21.57,4.89,-1.44,9.17,9.28,5489.8,212.0
2015-04-08,Lampa,-2.18,15.08,6.45,61.7,0.0,628.2,1.9,1,Puno_Region_Lampa,-7.4,-9.69,-27.16,4.9,-3.9,-5.84,7.02,5472.4,174.9
2015-04-09,Lampa,-2.68,6.59,1.95,42.6,0.0,624.5,6.9,1,Puno_Region_Lampa,-1.58,-8.46,-20.09,4.87,0.81,-7.48,7.52,5496.3,214.6
2015-04-10,Lampa,-5.66,9.37,1.86,47.4,0.0,633.3,6.4,1,Puno_Region_Lampa,-6.88,-14.3,-18.63,4.77,1.73,11.45,11.58,5504.3,210.8
2015-04-11,Lampa,-3.92,8.44,2.26,35.8,0.0,632.5,0.6,1,Puno_Region_Lampa,-5.35,-11.8,-23.9,4.68,-9.23,-0.61,9.25,5482.3,271.3
2015-04-12,Lampa,-4.92,11.56,3.32,47.7,0.0,630.5,2.4,1,Puno_Region_Lampa,-1.47,-12.65,-21.42,5.38,1.99,1.65,2.59,5419.4,219.9
2015-04-13,Lampa,-2.94,13.36,5.21,67.0,0.0,632.8,6.8,1,Puno_Region_Lampa,-5.53,-13.06,-21.54,4.4,13.29,6.63,14.85,5418.3,225.0
2015-04-14,Lampa,-8.74,10.12,0.69,50.6,0.0,631.4,4.0,1,Puno_Region_Lampa,-5.49,-13.42,-23.86,4.95,-0.89,0.59,1.07,5532.1,242.2
2015-04-15,Lampa,-1.25,19.46,9.11,51.3,0.0,627.2,0.8,1,Puno_Region_Lampa,-3.87,-5.31,-22.81,4.7,2.53,0.52,2.59,5480.8,243.6
2015-04-16,Lampa,-6.62,10.05,1.72,46.2,0.0,630.9,2.2,1,Puno_Region_Lampa,-10.59,-8.5,-23.61,4.84,7.41,-5.79,9.4,5519.6,238.2
2015-04-17,Lampa,-5.71,8.19,1.24,65.7,0.0,634.2,4.2,1,Puno_Region_Lampa,-5.36,-14.56,-17.72,4.25,4.94,-6.97,8.54,5491.5,261.5
2015-04-18,Lampa,-5.46,2.95,-1.25,30.0,0.0,632.9,8.1,1,Puno_Region_Lampa,-8.74,-8.24,-18.71,4.78,-3.72,-11.95,12.52,5447.5,257.9
2015-04-19,Lampa,-4.99,17.59,6.3,53.0,0.0,624.2,3.8,1,Puno_Region_Lampa,-5.93,-6.51,-16.83,4.61,-3.39,9.32,9.92,5481.7,202.2
2015-04-20,Lampa,-5.62,13.53,3.96,52.5,0.0,630.0,4.7,1,Puno_Region_Lampa,-6.4,-13.56,-20.31,4.6,-0.81,-1.65,1.84,5597.1,210.4
2015-04-21,Lampa,-4.31,13.98,4.83,38.9,5.3,646.0,2.5,1,Puno_Region_Lampa,-9.35,-12.25,-28.61,4.91,-8.69,-0.61,8.72,5452.4,207.6
2015-04-22,Lampa,-5.75,9.17,1.71,53.9,0.0,628.3,2.9,1,Puno_Region_Lampa,-3.94,-13.81,-29.55,4.99,-0.15,-1.13,1.14,5475.3,245.8
2015-04-23,Lampa,0.18,13.81,7.0,53.5,0.0,631.6,1.9,0,Puno_Region_Lampa,-13.58,-7.63,-22.79,4.39,3.25,-4.96,5.93,5570.1,216.6
2015-04-24,Lampa,-5.69,7.89,1.1,39.8,0.0,626.4,2.9,1,Puno_Region_Lampa,-9.26,-15.06,-25.24,4.9,3.68,-5.18,6.35,5492.5,218.9
2015-04-25,Lampa,-4.54,6.02,0.74,62.5,0.0,631.0,6.1,1,Puno_Region_Lampa,-2.72,-11.28,-18.84,4.67,-1.64,3.21,3.61,5499.4,309.6
2015-04-26,Lampa,-10.3,1.99,-4.16,45.4,0.0,631.2,2.2,1,Puno_Region_Lampa,-6.76,-10.57,-20.81,4.93,-7.97,3.64,8.76,5433.4,256.5
2015-04-27,Lampa,-5.62,9.58,1.98,35.1,0.0,635.2,1.6,1,Puno_Region_Lampa,-6.29,-7.84,-30.07,5.5,-6.96,2.05,7.26,5517.0,272.7
2015-04-28,Lampa,-7.69,9.51,0.91,54.2,0.0,626.8,2.6,1,Puno_Region_Lampa,-6.24,-15.82,-20.45,4.86,0.38,2.51,2.54,5492.7,242.9
2015-04-29,Lampa,-0.79,14.82,7.02,40.9,5.5,633.2,5.2,1,Puno_Region_Lampa,-9.3,-14.25,-20.72,4.96,2.35,-3.5,4.21,5440.6,186.1
2015-04-30,Lampa,-5.39,12.87,3.74,53.2,0.0,626.5,8.3,1,Puno_Region_Lampa,-12.89,-11.87,-12.2,4.44,-6.6,-2.16,6.95,5527.6,181.2
2015-05-01,Lampa,-3.9,9.46,2.78,66.1,0.0,630.7,2.7,1,Puno_Region_Lampa,-5.67,-12.74,-20.42,4.84,1.7,-6.04,6.27,5570.7,244.1
2015-05-02,Lampa,-2.89,13.26,5.19,46.0,0.0,626.3,1.4,1,Puno_Region_Lampa,-7.16,-14.11,-24.65,5.25,0.72,-3.83,3.9,5465.4,215.8
2015-05-03,Lampa,-1.12,12.66,5.77,54.3,0.0,634.1,8.0,1,Puno_Region_Lampa,-6.52,-15.5,-22.32,5.07,-7.17,6.54,9.7,5524.2,220.6
2015-05-04,Lampa,-11.22,5.59,-2.81,52.0,0.0,629.5,1.6,1,Puno_Region_Lampa,-4.86,-11.25,-18.9,4.75,-1.52,-5.23,5.44,5523.0,229.2
2015-05-05,Lampa,-5.44,8.89,1.73,35.3,0.0,624.9,2.8,1,Puno_Region_Lampa,-11.24,-12.03,-21.79,4.14,1.35,0.86,1.6,5553.7,248.6
2015-05-06,Lampa,-5.44,8.85,1.71,57.4,0.0,631.2,0.7,1,Puno_Region_Lampa,-3.25,-12.6,-23.47,4.84,-2.73,8.47,8.9,5488.1,209.9
2015-05-07,Lampa,-3.91,13.74,4.91,50.2,0.0,626.1,1.8,1,Puno_Region_Lampa,-5.35,-11.06,-22.47,4.65,4.11,4.39,6.02,5451.9,211.1
2015-05-08,Lampa,-7.91,4.6,-1.65,44.2,0.0,629.6,2.4,1,Puno_Region_Lampa,-8.24,-12.94,-21.48,4.84,3.64,1.03,3.78,5534.5,229.2
2015-05-09,Lampa,-7.76,9.41,0.83,52.7,0.0,629.6,9.8,1,Puno_Region_Lampa,-10.41,-12.43,-17.25,3.95,1.33,2.52,2.85,5454.1,209.4
2015-05-10,Lampa,-6.85,9.75,1.45,40.6,0.0,627.5,1.2,1,Puno_Region_Lampa,-9.75,-15.46,-15.21,4.96,-3.77,6.44,7.46,5507.2,201.3
2015-05-11,Lampa,-5.43,10.29,2.43,64.8,0.0,633.4,0.6,1,Puno_Region_Lampa,-9.07,-13.4,-27.45,4.32,-1.33,-2.62,2.94,5587.5,222.4
2015-05-12,Lampa,-5.34,12.13,3.4,41.3,0.0,629.0,1.0,1,Puno_Region_Lampa,-9.43,-14.59,-16.58,3.68,6.48,3.49,7.36,5432.4,260.6
2015-05-13,Lampa,-11.88,1.0,-5.44,49.4,0.0,639.4,11.2,1,Puno_Region_Lampa,-8.18,-14.2,-26.38,4.69,-11.69,1.12,11.74,5495.4,243.5
2015-05-14,Lampa,-8.67,7.6,-0.54,34.7,0.0,628.0,2.5,1,Puno_Region_Lampa,-9.59,-13.36,-25.11,3.14,5.69,-3.0,6.44,5517.5,165.7
2015-05-15,Lampa,-7.28,6.05,-0.62,40.1,0.0,632.0,0.8,1,Puno_Region_Lampa,-8.31,-7.67,-24.44,3.5,-5.71,6.1,8.35,5488.1,198.7
2015-05-16,Lampa,-8.6,6.04,-1.28,54.2,0.0,634.2,1.2,1,Puno_Region_Lampa,-13.9,-18.11,-24.24,4.4,0.05,-7.49,7.49,5529.4,211.6
2015-05-17,Lampa,-4.41,18.58,7.09,83.7,0.0,633.0,2.6,1,Puno_Region_Lampa,-4.43,-14.39,-25.19,4.46,1.11,1.81,2.12,5547.0,187.0
2015-05-18,Lampa,-6.39,11.49,2.55,54.2,0.0,632.4,9.6,1,Puno_Region_Lampa,-4.42,-13.29,-26.58,4.9,5.98,-5.53,8.14,5455.9,200.2
2015-05-19,Lampa,-9.16,1.37,-3.9,45.1,0.0,623.2,6.7,1,Puno_Region_Lampa,-11.18,-7.64,-26.32,4.36,3.92,1.92,4.37,5504.3,270.8
2015-05-20,Lampa,-9.06,3.43,-2.82,38.8,0.0,633.7,0.3,1,Puno_Region_Lampa,-6.57,-13.6,-20.27,4.54,-6.45,-0.37,6.46,5614.5,215.1
2015-05-21,Lampa,-6.13,12.5,3.19,50.2,0.0,625.8,1.1,1,Puno_Region_Lampa,-7.47,-14.73,-20.15,5.05,5.07,0.02,5.07,5566.2,218.7
2015-05-22,Lampa,-4.61,6.6,1.0,45.7,0.0,623.6,2.2,1,Puno_Region_Lampa,-7.63,-9.28,-23.01,3.56,-0.08,-2.06,2.06,5507.0,176.0
